Country,Code,Year,Growth,Health,Education,Capital,Trade,Income,CPI
Czech Republic,CZE,2012,0.449581076,7.02843525,9.556850433,26.18564146,147.5374589,High income,49
Denmark,DNK,2012,0.391003952,10.26924257,12.4887104,19.46641745,103.2409992,High income,90
Estonia,EST,2012,5.154998744,5.82746489,11.99120045,29.09033081,170.4283343,High income,64
Finland,FIN,2012,-2.822833475,9.29113583,12.79728985,22.52681525,80.40571992,High income,90
France,FRA,2012,-1.693032842,10.8276972,9.609780312,22.64696116,59.20038487,High income,71
Germany,DEU,2012,-0.245330198,10.80503651,11.13729954,19.30677311,85.87475437,High income,79
Hungary,HUN,2012,-1.659697614,7.49754119,NA,19.45486449,166.1258562,High income,55
Greece,GRC,2012,-4.989396431,8.77645644,NA,12.80315375,61.81776664,High income,36
Italy,ITA,2012,-3.969282723,8.95606116,NA,17.86162224,56.18487973,High income,42
Latvia,LVA,2012,2.09673018,7.64328038,17.73654938,26.17478432,127.0657989,High income,49
Lithuania,LTU,2012,5.601451335,6.28819546,13.53596973,19.37377157,162.3860658,High income,54
Luxembourg,LUX,2012,-3.263436601,6.57173882,9.282190323,19.37317645,341.8620222,High income,80
Netherlands,NLD,2012,-1.801634288,10.9036803,11.62662029,19.15590455,154.2708521,High income,84
Poland,POL,2012,1.084407967,6.20117811,11.23258018,20.9909017,89.32746214,High income,58
Portugal,PRT,2012,-4.240523989,9.34825235,10.19303036,15.71645736,75.92896147,High income,63
Romania,ROU,2012,0.391948435,4.70583453,8.435790062,26.84410111,79.90166742,Upper middle income,44
Slovak Republic,SVK,2012,2.425755294,7.63384294,9.621310234,20.93537763,179.1938788,High income,46
Slovenia,SVN,2012,-5.192009277,8.72710784,12.63183975,18.70642173,142.0312514,High income,61
Spain,ESP,2012,-2.8408274,9.07300093,9.215359688,19.99394123,59.9311416,High income,65
Sweden,SWE,2012,-1.102721924,10.9382056,15.11672974,22.61056231,87.71501845,High income,88
United Kingdom,GBR,2012,-0.580806815,8.47576291,NA,15.75748046,61.44425819,High income,74
Austria,AUT,2013,-0.651212242,10.18611195,10.87255001,23.72339,104.0664141,High income,69
Belgium,BEL,2013,-1.101566569,10.36682111,11.90734005,22.17343232,162.2186431,High income,75
Bulgaria,BGR,2013,0.973440879,7.84915068,11.43980026,21.33990781,129.7148424,Upper middle income,41
Croatia,HRV,2013,0.919293348,7.29948269,9.494589806,19.10547343,85.59630436,Upper middle income,48
Cyprus,CYP,2013,-9.356041034,6.91217119,15.46599007,13.1346986,115.4731126,High income,63
Czech Republic,CZE,2013,0.160248554,7.8066952,9.60243988,24.6670431,147.9781744,High income,48
Denmark,DNK,2013,2.84225995,10.21234699,15.21743965,19.69080836,103.0501478,High income,91
Estonia,EST,2013,4.552098788,6.02309675,12.58434963,26.90701183,165.7945013,High income,68
Finland,FIN,2013,-1.124107364,9.49202117,12.44550991,21.41754124,78.51360788,High income,89
France,FRA,2013,0.386800654,10.92933097,9.661879539,22.30755994,59.09880412,High income,71
Germany,DEU,2013,0.344196228,10.96799989,11.04308033,19.51221411,84.83642578,High income,78
Hungary,HUN,2013,5.569782475,7.28833308,8.55436039,21.04819252,164.3435331,High income,54
Greece,GRC,2013,-2.868338959,8.33554363,NA,11.60104744,63.51914245,High income,40
Italy,ITA,2013,-2.61496438,8.95226727,8.159540176,16.95513228,55.46658975,High income,43
Latvia,LVA,2013,5.734087707,7.51361289,18.74402046,24.28719034,124.15811,High income,53
Lithuania,LTU,2013,4.600183325,6.13391768,13.28802013,19.46164495,166.8737934,High income,57
Luxembourg,LUX,2013,0.999988815,6.54780307,NA,19.017395,349.2419391,High income,80
Netherlands,NLD,2013,-1.179946143,10.89740267,12.08611012,18.23475522,153.324407,High income,83
Poland,POL,2013,1.80757602,6.37569014,11.59992981,18.98116658,90.69186641,High income,60
Portugal,PRT,2013,2.21490614,9.08954462,10.56847954,14.63197831,78.02734429,High income,62
Romania,ROU,2013,4.992144473,5.17776913,NA,25.56261138,80.27217565,Upper middle income,43
Slovak Republic,SVK,2013,1.351613133,7.52781115,9.861310005,20.98284434,183.4054644,High income,47
Slovenia,SVN,2013,-0.618241677,8.75674539,9.99503994,19.48490768,143.4748675,High income,57
Spain,ESP,2013,-0.719460241,9.01941268,9.497389793,18.7113493,61.17961222,High income,59
Sweden,SWE,2013,0.320351052,11.10079845,15.02398014,22.49484006,83.0936768,High income,89
United Kingdom,GBR,2013,1.458588301,9.85475594,12.92362976,16.3579553,61.35006396,High income,76
Austria,AUT,2014,-0.240896513,10.28596661,10.41331005,23.51887462,103.528973,High income,72
Belgium,BEL,2014,0.304755206,10.39503365,11.95835018,23.34772796,164.6154446,High income,76
Bulgaria,BGR,2014,3.020832226,8.51112283,NA,21.4356596,130.9679086,Upper middle income,43
Croatia,HRV,2014,0.439112566,7.49048945,NA,18.55299859,90.84906741,Upper middle income,48
Cyprus,CYP,2014,0.37576719,6.80104056,15.5337801,12.29417411,122.0641944,High income,63
Czech Republic,CZE,2014,NA,7.65308523,9.457799911,25.88038033,158.7269567,High income,51
Denmark,DNK,2014,2.988173442,10.26173761,13.82808018,20.09100706,102.2639205,High income,92
Estonia,EST,2014,3.586191329,6.21052418,14.25662994,27.10282104,162.3141509,High income,69
Finland,FIN,2014,0.23372902,9.48001158,12.31828022,20.94620244,75.37449994,High income,89
France,FRA,2014,0.860672662,11.10007654,9.662500381,22.73258307,59.79188949,High income,69
Germany,DEU,2014,1.772442069,11.05036714,11.13364029,19.51719881,84.48567249,High income,79
Hungary,HUN,2014,3.736209745,7.14081101,9.505680084,23.31886023,168.9238304,High income,54
Greece,GRC,2014,3.43193547,7.94134054,NA,11.91102028,67.14945369,High income,43
Italy,ITA,2014,0.274843097,9.01144092,8.006690025,17.0330045,55.75976898,High income,43
Latvia,LVA,2014,2.567935537,7.82503769,13.97237015,22.67439259,122.9271938,High income,55
Lithuania,LTU,2014,6.948240386,6.17791746,13.19013977,19.02908282,160.1292794,High income,58
Luxembourg,LUX,2014,0.805634807,6.26572665,9.566049576,18.84644033,382.2914619,High income,82
Netherlands,NLD,2014,-0.952372599,10.8585376,11.97542953,18.46961123,154.2884852,High income,83
Poland,POL,2014,3.646984074,6.24862581,11.62555981,20.36645619,93.73293739,High income,61
Portugal,PRT,2014,1.449285979,9.02232563,9.896730423,15.30302439,79.95975596,High income,63
Romania,ROU,2014,6.524850449,5.03454647,9.235719681,24.69109934,82.82346789,Upper middle income,43
Slovak Republic,SVK,2014,1.779580423,6.92111015,10.08753014,21.98608373,180.2788185,High income,50
Slovenia,SVN,2014,4.933584902,8.54159658,11.27431965,19.58446235,144.227959,High income,58
Spain,ESP,2014,1.59887627,9.08340734,9.540049553,19.45212079,62.99647338,High income,60
Sweden,SWE,2014,1.693774909,11.14127066,15.20368004,23.34999644,85.75065281,High income,87
United Kingdom,GBR,2014,2.147057199,9.79945656,13.66403008,17.11074531,58.4999853,High income,78
Austria,AUT,2015,-0.494205019,10.31988167,NA,23.57060083,102.1360104,High income,76
Belgium,BEL,2015,0.58742831,10.47712841,NA,23.57500039,160.1728361,High income,77
Bulgaria,BGR,2015,4.419805791,8.20309288,NA,21.18976816,128.0666373,Upper middle income,41
Croatia,HRV,2015,4.221689715,7.40361536,NA,19.80886013,95.05115741,Upper middle income,51
Cyprus,CYP,2015,4.974645289,6.76967432,NA,14.21711194,128.9437493,High income,61
Czech Republic,CZE,2015,NA,7.30822225,NA,27.95578033,156.0998637,High income,56
Denmark,DNK,2015,1.105673884,10.32620701,NA,19.96903964,104.0589352,High income,91
Estonia,EST,2015,2.273539447,6.51253969,NA,24.9411356,153.2102328,High income,70
Finland,FIN,2015,1.349795941,9.44569068,NA,20.92183355,73.45995305,High income,90
France,FRA,2015,1.88033147,11.0664428,NA,22.78398518,60.85205695,High income,70
Germany,DEU,2015,1.950387586,11.15156851,NA,19.14845662,85.75578664,High income,81
Hungary,HUN,2015,3.166051137,7.23613379,NA,21.83382468,171.5658702,High income,51
Greece,GRC,2015,1.18630862,8.38483836,NA,9.818877913,63.39361648,High income,46
Italy,ITA,2015,1.321793898,8.99632037,NA,17.30645895,56.92206259,High income,44
Latvia,LVA,2015,4.936620542,5.76059881,NA,22.2342926,121.3179232,High income,55
Lithuania,LTU,2015,2.093637105,6.51478014,NA,20.58346215,152.1532745,High income,61
Luxembourg,LUX,2015,3.001511046,6.04774196,NA,18.11858406,410.1716371,High income,81
Netherlands,NLD,2015,2.814698264,10.6902779,NA,19.92444294,156.2967385,High income,87
Poland,POL,2015,5.167931662,6.34723395,NA,20.46969198,95.94735333,High income,62
Portugal,PRT,2015,2.624726921,8.97237559,NA,15.82319981,80.22295662,High income,63
Romania,ROU,2015,5.541710551,4.95441798,NA,25.16818364,82.64930538,Upper middle income,46
Slovak Republic,SVK,2015,3.409752921,6.88594228,10.23295021,24.20443467,184.3277409,High income,51
Slovenia,SVN,2015,0.515376039,8.54318382,NA,19.37065753,145.396637,High income,60
Spain,ESP,2015,4.261097603,9.16537519,NA,20.39142665,63.61039557,High income,58
Sweden,SWE,2015,3.475173945,11.01207026,NA,24.28523808,86.24080326,High income,89
United Kingdom,GBR,2015,2.091752173,9.87677211,13.81925011,16.97234713,56.47647078,High income,81
Austria,AUT,2016,1.373544521,NA,NA,24.11814402,101.1670127,High income,75
Belgium,BEL,2016,1.800790516,NA,NA,23.90634263,164.4004799,High income,77
Bulgaria,BGR,2016,9.167103436,NA,NA,19.14407643,123.6439219,Upper middle income,41
Croatia,HRV,2016,0.044200315,NA,NA,19.83048713,96.28075711,Upper middle income,49
Cyprus,CYP,2016,NA,NA,NA,16.34046075,131.3897089,High income,55
Czech Republic,CZE,2016,NA,NA,NA,26.33976083,151.5987673,High income,55
Denmark,DNK,2016,-0.309183196,NA,NA,20.97739455,100.9741225,High income,90
Estonia,EST,2016,3.274136248,NA,NA,24.24263773,154.1028497,High income,70
Finland,FIN,2016,2.44113969,NA,NA,21.89754974,72.80753384,High income,89
France,FRA,2016,1.04431649,NA,NA,23.00044373,60.46915527,High income,69
Germany,DEU,2016,1.317276565,NA,NA,19.19788171,84.26726674,High income,81
Hungary,HUN,2016,4.133041871,NA,NA,19.77730862,168.992646,High income,48
Greece,GRC,2016,-1.241072402,NA,NA,10.60986286,61.63986902,High income,44
Italy,ITA,2016,3.100847842,NA,NA,17.09497753,56.35103785,High income,47
Latvia,LVA,2016,6.078189523,NA,NA,19.58262566,119.1822596,High income,57
Lithuania,LTU,2016,5.600699368,NA,NA,17.24465154,147.610119,High income,59
Luxembourg,LUX,2016,2.167936028,NA,NA,17.94545235,407.4311038,High income,81
Netherlands,NLD,2016,1.194006916,NA,NA,20.05561873,153.888828,High income,83
Poland,POL,2016,2.735713502,NA,NA,19.59704881,100.4723892,High income,62
Portugal,PRT,2016,3.399034478,NA,NA,15.48196513,79.13715668,High income,62
Romania,ROU,2016,5.065226578,NA,NA,25.02292923,83.71064998,Upper middle income,48
Slovak Republic,SVK,2016,2.72817542,NA,NA,22.57040278,185.7471094,High income,51
Slovenia,SVN,2016,4.152041355,NA,NA,18.70050776,146.1522195,High income,61
Spain,ESP,2016,3.124850517,NA,NA,20.4878402,62.87600959,High income,58
Sweden,SWE,2016,2.251960808,NA,NA,24.7494212,83.70762182,High income,88
United Kingdom,GBR,2016,1.722480288,NA,NA,16.96858012,58.58231325,High income,81
Austria,AUT,2017,NA,NA,NA,NA,NA,High income,75
Belgium,BEL,2017,NA,NA,NA,NA,NA,High income,75
Bulgaria,BGR,2017,NA,NA,NA,NA,NA,Upper middle income,43
Croatia,HRV,2017,NA,NA,NA,NA,NA,Upper middle income,49
Cyprus,CYP,2017,NA,NA,NA,NA,NA,High income,57
Czech Republic,CZE,2017,NA,NA,NA,NA,NA,High income,57
Denmark,DNK,2017,NA,NA,NA,NA,NA,High income,88
Estonia,EST,2017,NA,NA,NA,NA,NA,High income,71
Finland,FIN,2017,NA,NA,NA,NA,NA,High income,85
France,FRA,2017,NA,NA,NA,NA,NA,High income,70
Germany,DEU,2017,NA,NA,NA,NA,NA,High income,81
Hungary,HUN,2017,NA,NA,NA,NA,NA,High income,45
Greece,GRC,2017,NA,NA,NA,NA,NA,High income,48
Italy,ITA,2017,NA,NA,NA,NA,NA,High income,50
Latvia,LVA,2017,NA,NA,NA,NA,NA,High income,58
Lithuania,LTU,2017,NA,NA,NA,NA,NA,High income,59
Luxembourg,LUX,2017,NA,NA,NA,NA,NA,High income,82
Netherlands,NLD,2017,NA,NA,NA,NA,NA,High income,82
Poland,POL,2017,NA,NA,NA,NA,NA,High income,60
Portugal,PRT,2017,NA,NA,NA,NA,NA,High income,63
Romania,ROU,2017,NA,NA,NA,NA,NA,Upper middle income,48
Slovak Republic,SVK,2017,NA,NA,NA,NA,NA,High income,50
Slovenia,SVN,2017,NA,NA,NA,NA,NA,High income,61
Spain,ESP,2017,NA,NA,NA,NA,NA,High income,57
Sweden,SWE,2017,NA,NA,NA,NA,NA,High income,84
United Kingdom,GBR,2017,NA,NA,NA,NA,NA,High income,82
